,zip_code,date,time,temperature,humidity,wind_speed
0,117105,2024-06-10,00:00,63,55,4
1,117105,2024-06-10,00:30,63,59,4
2,117105,2024-06-10,01:00,61,59,2
3,117105,2024-06-10,01:30,61,59,4
4,117105,2024-06-10,02:00,61,59,2
5,117105,2024-06-10,02:30,61,63,4
6,117105,2024-06-10,03:00,59,67,4
7,117105,2024-06-10,03:30,59,72,7
8,117105,2024-06-10,04:00,57,77,7
9,117105,2024-06-10,04:30,55,82,4
10,117105,2024-06-10,05:00,57,77,7
11,117105,2024-06-10,05:30,57,77,7
12,117105,2024-06-10,05:55,61,72,4
13,117105,2024-06-10,06:00,61,72,4
14,117105,2024-06-10,06:30,63,68,7
15,117105,2024-06-10,07:00,64,64,7
16,117105,2024-06-10,07:30,66,56,9
17,117105,2024-06-10,08:00,66,56,11
18,117105,2024-06-10,08:30,66,56,11
19,117105,2024-06-10,09:00,68,56,9
20,117105,2024-06-10,09:30,68,56,11
21,117105,2024-06-10,10:00,66,64,9
22,117105,2024-06-10,10:30,68,64,9
23,117105,2024-06-10,11:00,70,60,13
24,117105,2024-06-10,11:30,70,56,13
25,117105,2024-06-10,12:00,70,60,16
26,117105,2024-06-10,12:30,68,64,16
27,117105,2024-06-10,13:00,64,73,18
28,117105,2024-06-10,13:30,64,73,16
29,117105,2024-06-10,14:00,63,82,11
30,117105,2024-06-10,14:30,64,83,11
31,117105,2024-06-10,15:00,64,83,11
32,117105,2024-06-10,15:30,63,88,11
33,117105,2024-06-10,16:00,63,88,9
34,117105,2024-06-10,16:23,63,88,7
35,117105,2024-06-10,16:30,61,94,7
36,117105,2024-06-10,16:41,63,88,7
37,117105,2024-06-10,17:00,63,94,7
38,117105,2024-06-10,17:30,63,94,9
39,117105,2024-06-10,18:00,63,88,7
40,117105,2024-06-10,18:30,63,94,7
41,117105,2024-06-10,18:53,63,94,7
42,117105,2024-06-10,19:00,63,94,7
43,117105,2024-06-10,19:19,63,94,9
44,117105,2024-06-10,19:30,63,94,7
45,117105,2024-06-10,20:00,63,94,9
46,117105,2024-06-10,20:30,63,94,7
47,117105,2024-06-10,21:00,63,94,7
48,117105,2024-06-10,21:30,63,94,7
49,117105,2024-06-10,22:00,63,94,7
50,117105,2024-06-10,22:30,63,94,7
51,117105,2024-06-10,23:00,63,94,7
52,117105,2024-06-10,23:30,63,94,7
