,zip_code,date,time,temperature,humidity,wind_speed
0,127055,2024-06-01,00:00,66,73,9
1,127055,2024-06-01,00:30,64,77,7
2,127055,2024-06-01,01:00,64,77,4
3,127055,2024-06-01,01:30,63,82,4
4,127055,2024-06-01,02:00,63,82,4
5,127055,2024-06-01,02:30,63,82,4
6,127055,2024-06-01,03:00,61,88,2
7,127055,2024-06-01,03:30,63,82,4
8,127055,2024-06-01,04:00,63,77,4
9,127055,2024-06-01,04:30,63,77,4
10,127055,2024-06-01,05:00,63,77,4
11,127055,2024-06-01,05:30,63,77,7
12,127055,2024-06-01,06:00,64,77,7
13,127055,2024-06-01,06:30,66,73,4
14,127055,2024-06-01,07:00,66,68,4
15,127055,2024-06-01,07:30,66,68,4
16,127055,2024-06-01,08:00,68,64,7
17,127055,2024-06-01,08:30,72,57,4
18,127055,2024-06-01,09:00,73,53,2
19,127055,2024-06-01,09:30,75,50,2
20,127055,2024-06-01,10:00,75,50,4
21,127055,2024-06-01,10:30,77,50,7
22,127055,2024-06-01,11:00,81,37,9
23,127055,2024-06-01,11:30,81,39,9
24,127055,2024-06-01,12:00,81,42,11
25,127055,2024-06-01,12:30,82,37,11
26,127055,2024-06-01,13:00,84,33,13
27,127055,2024-06-01,13:30,84,33,11
28,127055,2024-06-01,14:00,84,30,16
29,127055,2024-06-01,14:30,84,30,13
30,127055,2024-06-01,15:00,84,33,11
31,127055,2024-06-01,15:30,84,30,13
32,127055,2024-06-01,16:00,84,33,13
33,127055,2024-06-01,16:30,84,30,13
34,127055,2024-06-01,17:00,84,30,11
35,127055,2024-06-01,17:30,84,30,11
36,127055,2024-06-01,18:00,84,30,13
37,127055,2024-06-01,18:30,82,35,16
38,127055,2024-06-01,19:00,82,32,16
39,127055,2024-06-01,19:30,82,35,16
40,127055,2024-06-01,20:00,79,39,16
41,127055,2024-06-01,20:30,75,44,13
42,127055,2024-06-01,21:00,73,47,7
43,127055,2024-06-01,21:30,73,47,4
44,127055,2024-06-01,22:00,72,50,4
45,127055,2024-06-01,22:30,72,50,4
46,127055,2024-06-01,23:00,73,47,7
47,127055,2024-06-01,23:30,68,60,7
