,zip_code,date,time,temperature,humidity,wind_speed
0,129301,2024-06-01,00:00,66,73,9
1,129301,2024-06-01,00:30,64,77,7
2,129301,2024-06-01,01:00,64,77,4
3,129301,2024-06-01,01:30,63,82,4
4,129301,2024-06-01,02:00,63,82,4
5,129301,2024-06-01,02:30,63,82,4
6,129301,2024-06-01,03:00,61,88,2
7,129301,2024-06-01,03:30,63,82,4
8,129301,2024-06-01,04:00,63,77,4
9,129301,2024-06-01,04:30,63,77,4
10,129301,2024-06-01,05:00,63,77,4
11,129301,2024-06-01,05:30,63,77,7
12,129301,2024-06-01,06:00,64,77,7
13,129301,2024-06-01,06:30,66,73,4
14,129301,2024-06-01,07:00,66,68,4
15,129301,2024-06-01,07:30,66,68,4
16,129301,2024-06-01,08:00,68,64,7
17,129301,2024-06-01,08:30,72,57,4
18,129301,2024-06-01,09:00,73,53,2
19,129301,2024-06-01,09:30,75,50,2
20,129301,2024-06-01,10:00,75,50,4
21,129301,2024-06-01,10:30,77,50,7
22,129301,2024-06-01,11:00,81,37,9
23,129301,2024-06-01,11:30,81,39,9
24,129301,2024-06-01,12:00,81,42,11
25,129301,2024-06-01,12:30,82,37,11
26,129301,2024-06-01,13:00,84,33,13
27,129301,2024-06-01,13:30,84,33,11
28,129301,2024-06-01,14:00,84,30,16
29,129301,2024-06-01,14:30,84,30,13
30,129301,2024-06-01,15:00,84,33,11
31,129301,2024-06-01,15:30,84,30,13
32,129301,2024-06-01,16:00,84,33,13
33,129301,2024-06-01,16:30,84,30,13
34,129301,2024-06-01,17:00,84,30,11
35,129301,2024-06-01,17:30,84,30,11
36,129301,2024-06-01,18:00,84,30,13
37,129301,2024-06-01,18:30,82,35,16
38,129301,2024-06-01,19:00,82,32,16
39,129301,2024-06-01,19:30,82,35,16
40,129301,2024-06-01,20:00,79,39,16
41,129301,2024-06-01,20:30,75,44,13
42,129301,2024-06-01,21:00,73,47,7
43,129301,2024-06-01,21:30,73,47,4
44,129301,2024-06-01,22:00,72,50,4
45,129301,2024-06-01,22:30,72,50,4
46,129301,2024-06-01,23:00,73,47,7
47,129301,2024-06-01,23:30,68,60,7
