,zip_code,date,time,temperature,humidity,wind_speed
0,109390,2024-06-01,00:00,64,73,7
1,109390,2024-06-01,00:30,66,68,4
2,109390,2024-06-01,01:00,61,77,7
3,109390,2024-06-01,01:30,63,72,9
4,109390,2024-06-01,02:00,63,77,7
5,109390,2024-06-01,02:30,63,77,7
6,109390,2024-06-01,03:00,63,77,7
7,109390,2024-06-01,03:30,63,77,7
8,109390,2024-06-01,04:00,63,77,9
9,109390,2024-06-01,04:30,63,77,4
10,109390,2024-06-01,05:00,63,77,4
11,109390,2024-06-01,05:30,63,82,7
12,109390,2024-06-01,06:00,64,77,7
13,109390,2024-06-01,06:30,64,77,9
14,109390,2024-06-01,07:00,66,73,7
15,109390,2024-06-01,07:30,66,73,9
16,109390,2024-06-01,08:00,68,68,9
17,109390,2024-06-01,08:30,68,68,7
18,109390,2024-06-01,09:00,70,64,7
19,109390,2024-06-01,09:30,73,57,9
20,109390,2024-06-01,10:00,75,50,9
21,109390,2024-06-01,10:30,75,53,9
22,109390,2024-06-01,11:00,79,44,9
23,109390,2024-06-01,11:30,79,42,9
24,109390,2024-06-01,12:00,81,39,9
25,109390,2024-06-01,12:30,82,32,11
26,109390,2024-06-01,13:00,84,28,11
27,109390,2024-06-01,13:30,84,30,13
28,109390,2024-06-01,14:00,84,28,13
29,109390,2024-06-01,14:30,84,28,11
30,109390,2024-06-01,15:00,86,27,11
31,109390,2024-06-01,15:30,86,25,11
32,109390,2024-06-01,16:00,84,28,13
33,109390,2024-06-01,16:30,86,25,9
34,109390,2024-06-01,17:00,86,27,13
35,109390,2024-06-01,17:30,82,28,9
36,109390,2024-06-01,18:00,84,28,11
37,109390,2024-06-01,18:30,84,28,9
38,109390,2024-06-01,19:00,84,28,9
39,109390,2024-06-01,19:30,75,44,22
40,109390,2024-06-01,20:00,72,53,16
41,109390,2024-06-01,20:30,70,56,11
42,109390,2024-06-01,21:00,70,56,9
43,109390,2024-06-01,21:30,70,56,7
44,109390,2024-06-01,22:00,68,64,7
45,109390,2024-06-01,22:30,70,56,9
46,109390,2024-06-01,23:00,68,60,9
47,109390,2024-06-01,23:30,68,60,7
