,zip_code,date,time,temperature,humidity,wind_speed
0,119019,2024-06-17,00:00,70,60,13
1,119019,2024-06-17,00:30,70,60,13
2,119019,2024-06-17,01:00,70,60,13
3,119019,2024-06-17,01:30,68,64,16
4,119019,2024-06-17,02:00,68,64,13
5,119019,2024-06-17,02:30,68,64,13
6,119019,2024-06-17,03:00,68,64,11
7,119019,2024-06-17,03:30,68,64,13
8,119019,2024-06-17,04:00,66,73,11
9,119019,2024-06-17,04:30,64,83,9
10,119019,2024-06-17,05:00,64,88,9
11,119019,2024-06-17,05:30,64,88,7
12,119019,2024-06-17,06:00,64,88,9
13,119019,2024-06-17,06:30,64,88,9
14,119019,2024-06-17,07:00,64,88,11
15,119019,2024-06-17,07:30,64,88,11
16,119019,2024-06-17,08:00,64,88,7
17,119019,2024-06-17,08:14,63,94,11
18,119019,2024-06-17,08:30,64,88,16
19,119019,2024-06-17,09:00,64,94,11
20,119019,2024-06-17,09:30,64,94,13
21,119019,2024-06-17,09:44,66,88,13
22,119019,2024-06-17,10:00,66,88,13
23,119019,2024-06-17,10:30,66,88,13
24,119019,2024-06-17,11:00,66,88,13
25,119019,2024-06-17,11:30,66,88,18
26,119019,2024-06-17,12:00,66,94,16
27,119019,2024-06-17,12:30,66,94,13
28,119019,2024-06-17,13:00,66,94,13
29,119019,2024-06-17,13:30,68,88,11
30,119019,2024-06-17,14:00,68,94,9
31,119019,2024-06-17,14:30,68,94,9
32,119019,2024-06-17,15:00,68,94,9
33,119019,2024-06-17,15:30,70,88,9
34,119019,2024-06-17,16:00,72,88,11
35,119019,2024-06-17,16:27,75,83,11
36,119019,2024-06-17,16:30,73,83,11
37,119019,2024-06-17,16:50,75,78,13
38,119019,2024-06-17,17:00,75,78,13
39,119019,2024-06-17,17:30,73,83,18
40,119019,2024-06-17,18:00,72,88,11
41,119019,2024-06-17,18:14,72,88,7
42,119019,2024-06-17,18:30,72,88,9
43,119019,2024-06-17,18:33,72,88,9
44,119019,2024-06-17,19:00,72,88,4
45,119019,2024-06-17,19:30,72,88,7
46,119019,2024-06-17,20:00,70,94,9
47,119019,2024-06-17,20:11,70,94,9
48,119019,2024-06-17,20:26,70,94,9
49,119019,2024-06-17,20:30,70,94,9
50,119019,2024-06-17,21:00,70,88,7
51,119019,2024-06-17,21:30,70,88,9
52,119019,2024-06-17,22:00,68,94,9
53,119019,2024-06-17,22:30,68,94,9
54,119019,2024-06-17,23:00,66,94,9
55,119019,2024-06-17,23:30,66,94,9
